123.775	6.272
124.922	6.104
125.925	5.937
126.279	5.769
126.598	5.602
126.928	5.434
127.277	5.266
127.636	5.099
128.011	4.931
128.389	4.764
129.593	4.596
129.988	4.428
130.450	4.261
131.039	4.093
131.555	3.926
132.230	3.758
133.008	3.591
133.865	3.423
134.607	3.255
135.422	3.088
136.271	2.920
137.102	2.752
138.175	2.585
139.140	2.417
139.963	2.250
140.784	2.082
141.521	1.915
142.220	1.747
142.929	1.579
143.617	1.412
144.320	1.244
145.014	1.077
145.680	0.909
146.982	0.742
147.669	0.574
148.353	0.406
149.023	0.239
149.705	0.071
150.370	-0.096
151.060	-0.264
151.764	-0.431
152.453	-0.599
153.114	-0.766
153.686	-0.934
154.459	-1.102
155.520	-1.269
