2017-08-01 09:07:52, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 09:08:39, 88.9, 47.5
2017-08-01 11:08:08, 90.6, 44.9
